Date,Portfolio Return,BDP_Close
2009-04-01,0.01899829189802413,0.0175108484956847
2009-04-02,0.044956896715458924,0.0425133115588121
2009-04-06,0.03037569152745411,0.0193330033577248
2009-04-08,0.0278091900303927,0.0238798291823165
2009-04-09,0.003262568737570815,0.0078264190992312
2009-04-13,0.03162402731704336,0.0195654496339745
2009-04-15,0.040496556623282505,0.0343808159986427
2009-04-16,-0.06043002008278566,-0.035150681957961
2009-04-17,0.006549573383534919,0.0093565409545521
2009-04-20,0.030568248074993563,0.0044603055098764
2009-04-21,-0.0006976982108603375,-0.0062847491894423
2009-04-22,-0.014299043137371676,-0.0093986641391836
2009-04-23,0.023075679041437865,0.0244960525788482
2009-04-24,0.01665736279876552,0.017407121272871
2009-04-27,-0.01644801758334307,-0.0008001960840854
2009-04-28,-0.03655853040953607,-0.0333874439354038
2009-04-29,0.022521860960638084,0.0301294746375009
2009-05-04,0.04614861943179808,0.0546417996241925
2009-05-05,0.015840441600583805,0.0061099329922642
2009-05-06,-0.017298404303058318,-0.013652483076657
2009-05-07,0.01765070255495384,0.0177668137426847
2009-05-08,-0.0034047142754612698,-0.0144342285759635
2009-05-11,-0.01835915696255098,-0.0161226128387347
2009-05-12,0.026147793148188332,0.032067455297537
2009-05-13,-0.012442615622953129,-0.0075242141036533
2009-05-14,-0.0028210500460741574,-0.0053555041159308
2009-05-15,0.017292676026127364,0.0201097983052869
2009-05-18,0.13076437029940358,0.1574031993160394
2009-05-19,0.054247734367265175,0.0115175796170914
2009-05-20,0.04772616308478385,0.0071374213038764
2009-05-21,0.0008515163914318913,-0.0132730360448031
2009-05-22,0.0286129239968779,0.0124827407496217
2009-05-25,0.020681293143989126,0.0103978654198397
2009-05-26,-0.03197132128089426,-0.0267914021016497
2009-05-27,0.06038689747416522,0.0383031621474634
2009-05-28,0.007971987896840239,0.0091346153846154
2009-05-29,0.021903659654245303,0.0233240583342446
2009-06-01,0.030692843757679566,0.0201222770707847
2009-06-02,-0.001874948561807335,0.0015218429749277
2009-06-03,0.020007756476972623,0.0056437170871823
2009-06-04,0.02251963004080617,0.0138088378678111
2009-06-05,-0.008723672321745467,0.0029530177998451
2009-06-08,-0.07096069064004865,-0.0377716086096309
2009-06-09,0.039593241639618686,0.0304494341526706
2009-06-10,0.006395186751331247,0.0199696756130018
2009-06-11,-0.005357913002548298,-0.0040069543032322
2009-06-12,-0.01425329217819597,-0.0133379468720035
2009-06-15,-0.02902259774921264,-0.019963325545973
2009-06-16,0.029262963385594795,0.0121450786795298
2009-06-17,-0.04683903772195727,-0.0336481212106288
2009-06-18,-0.0226854220430143,-0.0219875828402205
2009-06-19,0.02015238330840152,0.0173304225965484
2009-06-22,-0.020282910831699377,-0.012381250308708
2009-06-23,0.006935428689005923,-0.0001833791781278
2009-06-24,0.018484899073446068,0.0124405761014958
2009-06-25,-0.006219776681191496,-0.0050193876822799
2009-06-26,0.017459337180638884,0.0273937079990731
2009-06-29,0.019010080688005145,0.0079157514862173
2009-06-30,-0.038885867775406424,-0.0246015042935415
2009-07-01,0.01189477889676266,0.010619024295206
2009-07-02,-0.0016216060999211478,0.0023079625609194
2009-07-03,0.015395462742062327,0.0150022648998051
2009-07-06,-0.05618576905468664,-0.0558457980172208
2009-07-07,-0.005188284027462787,0.0072271574556206
2009-07-08,-0.05375388404599063,-0.0298651162704082
2009-07-09,0.010828432183022473,0.002382213827206
2009-07-10,-0.01498608168004371,-0.0190564646629068
2009-07-13,-0.024759042553786997,-0.014708121678764
2009-07-14,0.04961358679149637,0.0375411135327918
2009-07-15,0.047879993900556875,0.0331597431093846
2009-07-16,-0.007019709728709103,0.0012938738768712
2009-07-17,0.030274285887084425,0.0303981274148024
