Stock,2009-04-01,2012-04-02,2015-04-01,2018-04-02,2021-04-01,2024-04-01
bhartiartl.csv,614.85,340.3,402.3,395.1,520.8,1217.35
bhartihexa.csv,,,,,,
bhel.csv,196.05,173.85,153.8,82.45,50.95,253.75
bigbloc.csv,,,,17.0,10.45,109.8
bikaji.csv,,,,,,496.0
bikewo_sme.csv,,,,,,
bil.csv,20.6,55.55,419.35,404.35,188.55,312.1
binaniind.csv,,,,,,14.6
biocon.csv,24.3,40.1,77.65,299.25,410.55,269.7
biofilchem.csv,,,,13.85,69.1,68.1
birdys_sme.csv,,,,,,
birlacable.csv,7.85,10.35,53.7,63.9,62.95,249.05
birlacorpn.csv,178.2,285.5,414.7,756.4,974.1,1479.15
birlamoney.csv,,14.55,28.65,60.6,42.15,100.95
bkmindst.csv,,,16.2,29.45,0.9,1.8
blackbuck.csv,,,,,,
blal.csv,,,,,,245.05
blblimited.csv,7.75,3.55,3.65,4.8,6.35,30.9
blissgvs.csv,,23.6,126.15,197.5,100.85,116.05
blkashyap.csv,13.65,10.4,14.15,44.05,19.4,70.5
bls.csv,,,,30.05,24.2,327.9
blse.csv,,,,,,320.8
bluechip.csv,0.7,0.9,,0.05,0.15,2.65
bluecoast.csv,93.1,,,,,9.25
bluedart.csv,418.1,1993.85,7285.55,3770.45,5591.2,6140.75
bluejet.csv,,,,,,391.4
bluepebble_sme.csv,,,,,,
bluestarco.csv,78.35,94.7,155.7,393.1,461.4,1276.9
bmetrics_sme.csv,,,,,,40.95
bodalchem.csv,,10.25,34.65,133.9,93.8,79.0
bohraind.csv,,,,,,19.75
bomdyeing.csv,34.55,116.45,65.95,246.05,73.35,161.65
boroltd.csv,,,,,169.7,371.0
bororenew.csv,,,,,249.5,543.5
borosci.csv,,,,,,
boschltd.csv,3039.3,8155.75,25570.7,18515.0,14178.9,30282.3
boss_sme.csv,,,,,,
bpcl.csv,30.4,57.3,134.0,211.7,218.7,300.35
bpl.csv,16.9,17.8,31.75,74.7,23.85,92.05
braceport_sme.csv,,,,,,
brigade.csv,24.45,39.55,96.05,175.65,267.35,956.55
bright_sme.csv,,,,,11.7,8.55
britannia.csv,139.95,295.9,1088.8,2553.5,3618.5,4895.2
brnl.csv,,,,186.55,29.2,58.55
brooks.csv,,17.15,39.3,82.45,60.25,97.9
bse.csv,,,,257.4,194.5,2709.9
bse500ietf.csv,,,,,203.97,34.26
bshsl.csv,,,,,14.0,237.3
bsl.csv,10.25,16.3,31.0,57.5,34.2,182.0
bslgoldetf.csv,,2825.0,2501.5,2852.1,4128.45,61.45
bslnifty.csv,,,,104.15,163.93,25.59
bslsenetfg.csv,,,,,,73.45
bsoft.csv,13.25,79.9,188.5,223.45,262.15,761.75
btml.csv,,,,,7.8,17.7
bulkcorp_sme.csv,,,,,,
burnpur.csv,8.3,6.8,9.15,7.95,2.15,5.85
butterfly.csv,,,192.35,504.55,550.5,793.8
bvcl.csv,14.5,12.65,17.7,28.85,18.1,53.9
byke.csv,,125.9,,175.4,18.85,57.0
c2c_sme.csv,,,,,,
cadsys_sme.csv,,,,92.0,19.95,234.95
calsoft.csv,14.8,16.35,,42.85,8.8,14.7
camlinfine.csv,,,91.1,105.4,139.7,96.35
campus.csv,,,,,,226.9
cams.csv,,,,,1836.5,2992.2
canarys_sme.csv,,,,,,32.05
canbk.csv,32.7,93.95,76.2,52.85,31.25,117.8
canfinhome.csv,10.1,22.7,128.95,429.75,611.45,792.25
cantabil.csv,,3.4,10.05,23.95,75.8,216.2
capacite.csv,,,,308.85,203.35,263.25
capitalsfb.csv,,,,,,352.05
caplipoint.csv,,,224.55,589.0,452.35,1371.75
captrust.csv,,,,368.15,97.05,103.2
carboruniv.csv,40.05,156.45,190.0,350.5,506.7,1298.35
careerp.csv,,210.15,153.25,112.1,139.8,291.25
carerating.csv,,,1579.2,1199.05,430.6,1170.6
carraro.csv,,,,,,
cartrade.csv,,,,,,707.1
carysil.csv,,,,,323.25,1005.75
castrolind.csv,,,233.65,205.0,124.8,201.4
cbazaar_sme.csv,,,,,,21.7
cccl.csv,,,,,,
cchhl.csv,,,10.8,12.3,4.45,13.9
ccl.csv,6.95,14.45,184.3,278.5,230.55,588.0
cdsl.csv,,,,149.45,327.8,918.85
ceatltd.csv,37.1,90.7,826.7,1538.85,1595.8,2652.95
ceigall.csv,,,,,,
celebrity.csv,10.2,5.05,12.1,15.25,5.85,18.2
cellecor_sme.csv,,,,,,22.05
cello.csv,,,,,,785.5
cellpoint_sme.csv,,,,,,35.2
centenka.csv,63.15,116.8,157.1,313.95,257.9,413.65
centext.csv,3.7,2.35,1.25,5.05,4.55,19.85
centralbk.csv,34.55,102.15,106.3,70.65,17.1,63.35
centrum.csv,,,,,28.35,31.6
centum.csv,25.9,49.0,801.9,521.2,378.35,1766.8
centuryply.csv,30.0,58.85,243.45,331.25,318.25,649.75
cera.csv,28.5,232.7,2495.3,3364.25,3867.45,6950.5
cerebraint.csv,,,14.8,57.85,52.9,6.6
cesc.csv,21.9,27.5,61.0,98.75,60.55,125.5
cewater.csv,,,,,,
cgcl.csv,,4.3,8.65,23.05,98.5,201.9
cgpower.csv,74.2,144.8,166.1,79.0,68.75,514.25
cgraphics_sme.csv,,,,,,
chalet.csv,,,,,152.7,901.4
chamblfert.csv,42.4,77.5,72.65,163.05,230.35,357.45
chamunda_sme.csv,,,,,,
chandan_sme.csv,,,,,,
chavda_sme.csv,,,,,,102.85
chembond.csv,,,,,191.35,490.7
chemcon.csv,,,,,413.6,246.8
chemfab.csv,,,,,130.9,672.55
chemplasts.csv,,,,,,460.25
chennpetro.csv,97.85,157.9,68.95,329.95,103.05,944.3
chetana_sme.csv,,,,,,
cheviot.csv,,,,,,1283.65
choicein.csv,,,,,,280.0
cholafin.csv,,36.25,119.65,294.7,562.5,1185.4
cholahldng.csv,,,,651.9,600.85,1142.15
cieindia.csv,37.9,65.5,215.4,215.65,167.2,472.35
cignititec.csv,,,440.0,243.1,343.9,1258.6
cineline.csv,,,14.9,72.15,32.55,125.9
cinevista.csv,4.05,3.05,3.3,8.6,6.3,19.15
cipla.csv,218.85,309.15,709.6,576.25,818.3,1498.65
clean.csv,,,,,,1347.65
cleducate.csv,,,,41.1,24.0,85.05
cloud_sme.csv,,,,,,44.5
clsel.csv,,,,,,220.9
clsl_sme.csv,,,,,,39.55
cmicables.csv,,,,225.85,44.25,5.7
cmmipl_sme.csv,,,,63.0,5.15,1.65
cmnl_sme.csv,,,,,,84.05
cmrsl_sme.csv,,,,,,
cmsinfo.csv,,,,,,389.1
coalindia.csv,,341.2,363.0,277.5,132.15,442.05
coastcorp.csv,,,,,,49.8
cochinship.csv,,,,253.55,189.2,968.3
coffeeday.csv,,,,303.8,,53.75
coforge.csv,53.05,265.85,366.2,881.4,2933.45,5484.05
colpal.csv,231.35,572.4,1001.25,1057.2,1562.95,2716.2
committed_sme.csv,,,,,,61.7
commoietf.csv,,,,,,85.23
compinfo.csv,,,,42.3,18.5,4.4
compusoft.csv,,11.95,9.7,11.25,8.8,25.65
comsyn.csv,,,,,,67.2
concor.csv,150.3,202.4,506.5,496.5,598.6,902.25
concordbio.csv,,,,,,1488.15
confipet.csv,,,,,45.1,90.35
cons.csv,,,,,,102.57
consofinvt.csv,29.7,49.2,40.0,66.7,58.35,238.4
consumbees.csv,,,35.05,50.37,65.42,111.51
consumer.csv,,,,,,
consumietf.csv,,,,,,103.32
conti_sme.csv,,,,,6.0,23.3
controlpr.csv,,,,432.2,247.25,925.25
coolcaps_sme.csv,,,,,,458.0
coralfinac.csv,,,,32.4,22.25,38.85
cordscable.csv,32.95,30.55,25.8,82.7,41.1,181.75
coromandel.csv,,282.75,268.35,534.7,748.9,1114.45
cosmofirst.csv,42.15,59.0,52.85,175.05,424.6,529.05
councodos.csv,1.95,1.55,1.2,3.05,2.1,5.0
cps_sme.csv,,,,,,351.0
cpseetf.csv,,,24.34,27.92,22.89,81.37
craftsman.csv,,,,,1449.05,4364.6
crayons_sme.csv,,,,,,172.0
creative.csv,,,,,103.3,739.6
creativeye.csv,3.5,4.7,3.45,,,4.25
creditacc.csv,,,,,666.9,1408.7
crest.csv,54.7,65.05,,189.4,84.1,389.45
crisil.csv,274.5,983.45,2030.7,1853.85,1788.95,4956.4
crompton.csv,,,,232.6,393.25,270.15
crown.csv,,,,,,217.1
csbbank.csv,,,,,236.2,367.75
cslfinance.csv,,,,,,462.65
cte.csv,14.5,8.4,17.05,65.05,25.55,87.5
cub.csv,10.35,40.8,81.25,158.9,161.1,139.85
cubextub.csv,,8.75,,19.05,17.75,101.3
cumminsind.csv,130.15,491.5,889.9,715.95,895.35,3003.4
cupid.csv,,,,10.1,10.7,117.45
cybermedia.csv,24.4,,,11.85,9.45,22.8
cybertech.csv,8.5,11.85,33.4,63.0,124.8,146.35
cyient.csv,43.55,153.6,514.1,687.7,665.65,2006.65
cyientdlm.csv,,,,,,704.85
dabur.csv,48.75,105.95,266.55,335.9,538.65,529.15
dalbharat.csv,,,,,1560.35,1992.3
dalmiasug.csv,,13.85,17.15,67.3,184.3,361.55
damcapital.csv,,,,,,
damodarind.csv,,,,66.6,24.2,43.8
dangee.csv,,,,,8.7,8.9
danish_sme.csv,,,,,,
datamatics.csv,,27.55,72.15,105.3,122.55,578.35
datapattns.csv,,,,,,2563.55
davangere.csv,,,,,,7.9
dbcorp.csv,,214.35,369.45,313.15,91.5,271.5
dbeil.csv,,,,,,
dbl.csv,,,,1114.25,595.0,458.55
dbol.csv,,,,,,124.6
dbrealty.csv,,88.9,66.3,48.35,24.55,206.15
dbstockbro.csv,,105.5,47.55,,8.75,41.25
dcal.csv,,,,315.05,113.45,243.35
dcbbank.csv,22.15,46.8,114.45,163.5,104.35,126.1
dcg_sme.csv,,,,,,
dci.csv,,,,,,189.7
dcm.csv,15.7,95.35,87.0,94.5,24.45,74.75
dcmfinserv.csv,,,,,,4.7
dcmnvl.csv,,,,,86.55,205.55
dcmshriram.csv,25.15,45.25,112.8,448.75,517.6,888.05
dcmsrind.csv,,,,,,187.7
dcw.csv,8.25,11.05,17.15,32.2,28.15,53.45
dcxindia.csv,,,,,,302.55
ddevplstik.csv,,,,,,
