Stock,2009-04-01,2012-04-02,2015-04-01,2018-04-02,2021-04-01,2024-04-01
deccance.csv,70.0,89.95,160.8,515.65,423.7,622.6
deccantran_sme.csv,,,,,,
deedev.csv,,,,,,
deem_sme.csv,,,,,,119.4
deepakfert.csv,57.15,151.1,139.95,293.35,234.55,522.15
deepakntr.csv,,14.65,69.95,259.85,1646.75,2142.3
deepenr.csv,,64.75,51.9,152.5,35.5,183.75
deepinds.csv,,,,,,311.25
delaplex_sme.csv,,,,,,229.4
delhivery.csv,,,,,,449.65
delphifx.csv,,55.65,300.0,1060.2,475.5,225.45
deltacorp.csv,30.45,69.9,82.35,242.95,169.05,124.85
deltamagnt.csv,,,37.45,,31.45,103.4
deltic_sme.csv,,,,,,
den.csv,,108.95,122.4,105.2,49.2,51.0
deneers_sme.csv,,,,,,226.0
denora.csv,40.1,121.85,133.6,435.25,254.1,1669.9
denta.csv,,,,,,
dentalkart_sme.csv,,,,,,510.3
destiny_sme.csv,,,,,,
devit.csv,,,,,,105.45
devyani.csv,,,,,,155.3
dgcontent.csv,,,,,7.45,22.45
dhampursug.csv,28.25,43.2,36.35,140.05,185.6,220.3
dhanbank.csv,51.55,70.3,31.75,22.1,15.55,42.75
dhani.csv,21.4,9.25,37.3,249.9,172.35,39.85
dhanlaxmi_sme.csv,,,,,,
dhanuka.csv,,83.75,660.15,574.1,717.15,1005.6
dhariwal_sme.csv,,,,,,
dharmaj.csv,,,,,,237.05
dhruv.csv,,,,,,116.25
dhtl_sme.csv,,,,,,213.4
dhuninv.csv,,63.0,99.85,401.75,272.05,1194.75
diacabs.csv,,,,,,54.3
diaminesq.csv,,,,,,520.45
diamondyd.csv,,,,1322.5,593.95,934.8
dicind.csv,116.8,281.55,341.95,480.85,394.9,431.25
diffnkg.csv,,,,,,
digidrive.csv,,,,,,40.7
digikore_sme.csv,,,,,,570.0
digispice.csv,10.1,67.35,27.25,16.4,48.1,25.65
digjamlmtd.csv,,,,,,87.15
dil.csv,,,,,,7.7
dishtv.csv,24.7,65.4,84.15,72.7,10.3,17.8
divgiitts.csv,,,,,,777.85
divislab.csv,235.9,382.8,901.15,1090.35,3616.1,3567.95
divoppbees.csv,,,,28.21,37.99,73.44
divyadhan_sme.csv,,,,,,
dixon.csv,,,,649.35,3588.05,7592.05
djml.csv,,,,,,56.4
dkegl_sme.csv,,,,,,56.8
dlf.csv,177.1,208.0,159.7,201.0,291.8,948.25
dlinkindia.csv,,21.1,164.75,81.85,106.15,286.55
dmart.csv,,,,1357.3,2912.7,4483.3
dmcc.csv,,,,,,294.0
dnamedia.csv,,,,7.8,0.75,4.65
dodla.csv,,,,,,835.15
dolatalgo.csv,,,,,70.65,74.65
dollar.csv,,,,399.85,234.95,513.15
dollex_sme.csv,,,,,,36.9
dolphin.csv,,,,,,312.45
doms.csv,,,,,,1578.15
donear.csv,17.65,17.8,15.35,51.85,31.2,102.9
dpabhushan.csv,,,,69.1,121.15,855.1
dpel_sme.csv,,,,,,
dpscltd.csv,0.8,15.9,16.85,27.05,12.45,16.15
dpwires.csv,,,,,92.6,458.0
drcsystems.csv,,,,,10.25,20.2
dreamfolks.csv,,,,,,496.7
dredgecorp.csv,240.95,276.7,393.4,608.6,383.4,713.55
drl_sme.csv,,,,,,
drone_sme.csv,,,,,,136.15
drreddy.csv,96.4,347.65,706.75,426.4,917.55,1250.05
drsdilip_sme.csv,,,,,,
dssl.csv,,4.35,9.5,37.7,72.6,1051.75
dtil.csv,,,146.05,188.25,172.95,198.5
dtl_sme.csv,,,,,,
ducol_sme.csv,,,,,,97.0
ducon.csv,,,2.75,28.65,5.4,7.45
duglobal_sme.csv,,,,,,73.0
durlax_sme.csv,,,,,,
dvl.csv,,111.0,45.45,135.85,98.5,337.55
dwarkesh.csv,4.3,3.9,2.05,26.2,31.6,73.1
dycl.csv,,,,,,386.65
dynamatech.csv,519.55,785.75,3920.55,1730.15,1054.75,7998.95
dynamic_sme.csv,,,,,,108.5
dynpro.csv,,,,189.15,509.05,273.4
e2e.csv,,,,,39.85,914.4
easemytrip.csv,,,,,6.7,22.0
eastsilk.csv,7.75,3.95,1.75,3.85,1.55,
ebanknifty.csv,,,,,,
ebbetf0425.csv,,,,,1033.99,1196.12
ebbetf0430.csv,,,,,1136.75,1351.07
ebbetf0431.csv,,,,,1021.55,1211.4
ebbetf0433.csv,,,,,,1110.03
ecapinsure.csv,,,,,,
eclerx.csv,41.25,367.45,800.35,803.55,738.95,2393.25
ecosmoblty.csv,,,,,,
edelweiss.csv,26.1,28.8,66.6,250.95,66.45,66.0
educomp.csv,439.9,199.55,13.55,4.5,2.5,3.35
efactor_sme.csv,,,,,,147.95
effwa_sme.csv,,,,,,
eforce_sme.csv,,,,,,93.85
egold.csv,,,,,,70.75
eichermot.csv,21.85,210.5,1601.95,2828.9,2631.15,3946.65
eidparry.csv,72.6,195.55,171.2,283.3,324.35,574.6
eiel.csv,,,,,,
eiffl.csv,,,,144.75,81.0,133.65
eihahotels.csv,26.0,77.2,114.0,242.0,120.3,385.75
eihotel.csv,86.1,86.0,109.5,161.3,95.5,474.9
eimcoeleco.csv,139.0,172.55,409.5,433.5,339.95,1579.8
ekc.csv,127.1,31.5,11.05,43.3,81.65,146.05
eldehsg.csv,,,,,,800.35
elecon.csv,16.35,30.45,37.2,39.7,33.75,488.75
electcast.csv,15.3,21.55,19.4,29.3,25.7,181.3
electherm.csv,100.8,60.7,24.0,136.05,112.95,549.75
elgiequip.csv,8.45,38.0,75.0,137.3,197.2,592.1
elgirubco.csv,,20.0,28.05,42.75,27.2,53.1
elgnz_sme.csv,,,,,,
elin.csv,,,,,,142.9
emamiltd.csv,34.7,132.8,498.2,546.0,488.05,439.85
emamipap.csv,,,,,125.7,118.05
emamireal.csv,,19.4,40.05,287.35,41.65,110.6
emapartner_sme.csv,,,,,,
embdl.csv,101.05,65.9,67.65,179.75,88.3,117.9
emcure.csv,,,,,,
emil.csv,,,,,,193.05
emkay.csv,31.1,30.35,60.55,154.75,68.25,123.15
emkaytools_sme.csv,,,,76.0,,
emmbi.csv,,13.3,17.5,189.7,84.4,96.3
emmil_sme.csv,,,,,,
emslimited.csv,,,,,,422.5
emudhra.csv,,,,,,737.6
emultimq.csv,,,,,,
endurance.csv,,,,1264.65,1440.75,1826.3
energydev.csv,41.2,33.3,16.0,18.8,9.0,23.05
enfuse_sme.csv,,,,,,103.15
enginersin.csv,260.3,127.9,100.3,161.05,78.4,210.75
enil.csv,115.8,220.3,793.4,714.8,146.5,277.55
enser_sme.csv,,,,,,6.2
entero.csv,,,,,,1001.65
enviro_sme.csv,,,,,,
epack.csv,,,,,,158.75
epigral.csv,,,,,,1164.1
epl.csv,6.5,14.0,61.5,119.9,235.15,182.45
equal200.csv,,,,,,
equal50add.csv,,,,,,289.94
equippp.csv,,,,,,29.7
equitasbnk.csv,,,,,61.85,93.9
eris.csv,,,,800.85,604.3,850.05
erosmedia.csv,,189.9,424.75,171.8,25.45,21.2
esabindia.csv,306.5,540.85,695.35,724.9,1830.8,5361.95
esafsfb.csv,,,,,,57.85
esconet_sme.csv,,,,,,174.85
escorts.csv,35.6,72.85,126.95,882.5,1274.05,2858.5
esfl_sme.csv,,,,,,144.75
esg.csv,,,,,25.27,37.57
esilver.csv,,,,,,77.3
esprit_sme.csv,,,,,,
essarshpng.csv,,27.15,21.7,23.2,8.15,21.5
essentia.csv,,,,,,3.45
ester.csv,,20.35,16.5,69.85,119.3,94.4
ethosltd.csv,,,,,,2579.15
etml_sme.csv,,,,,,
eurekaforb.csv,,,,,,
eurobond_sme.csv,,,,,,174.0
eurotexind.csv,,23.1,22.8,35.95,7.8,14.85
eveready.csv,18.05,23.7,270.45,378.35,275.8,339.0
everestind.csv,50.6,129.15,322.5,496.0,292.45,1086.3
evindia.csv,,,,,,
excel.csv,,0.5,0.4,1.25,0.15,0.5
excelindus.csv,27.0,67.75,291.7,924.4,850.8,808.85
excellent_sme.csv,,,,,,
exicom.csv,,,,,,201.7
exideind.csv,41.6,145.95,178.15,228.8,185.8,310.55
expleosol.csv,,42.2,590.95,484.05,546.45,1273.7
exxaro.csv,,,,,,9.1
fact.csv,22.1,30.7,30.15,53.3,112.25,666.25
fairchemor.csv,,,,,747.65,1263.45
falcontech_sme.csv,,,,,,
faze3q.csv,,,,,,390.8
fcl.csv,,,23.5,61.25,67.2,372.0
fconsumer.csv,,,12.1,55.45,6.6,0.8
fcssoft.csv,1.1,0.45,0.3,0.35,0.7,3.8
fdc.csv,33.95,78.45,153.25,257.65,287.8,433.8
federalbnk.csv,14.3,43.1,66.6,90.2,78.85,152.35
fedfina.csv,,,,,,119.5
fel.csv,162.75,152.55,102.2,37.15,8.7,0.65
feldvr.csv,108.95,95.15,47.8,36.0,10.8,4.5
felix_sme.csv,,,,,45.75,343.25
fiberweb.csv,,,,,,36.4
fidel_sme.csv,,,,,,114.95
fiemind.csv,23.5,71.95,320.45,447.4,286.7,1144.45
filatex.csv,,3.5,2.9,17.2,34.95,61.6
filatfash.csv,,,,,,
fincables.csv,20.35,32.3,289.6,685.65,388.75,977.0
fineorg.csv,,,,,2290.25,4209.8
finietf.csv,,,,,,23.4
finopb.csv,,,,,,292.8
finpipe.csv,5.7,10.3,57.9,130.95,130.95,249.05
firstcry.csv,,,,,,
fivestar.csv,,,,,,738.65
flair.csv,,,,,,265.75
flexituff.csv,,249.6,239.75,54.4,19.45,46.25
flfl.csv,,,71.0,412.85,51.3,1.95
fluorochem.csv,,,,,610.65,3203.05
fmcgietf.csv,,,,,,560.5
fmgoetze.csv,36.15,269.85,427.8,444.45,288.45,338.6
fmnl.csv,,30.0,10.8,120.45,12.5,5.85
foce_sme.csv,,,,,,775.0
focus.csv,,,,,,150.7
fonebox_sme.csv,,,,,,144.4
foodsin.csv,,,,,,140.35
forcas_sme.csv,,,,,,
forcemot.csv,,,,,1197.65,7540.95
forgeauto_sme.csv,,,,,,
fortis.csv,67.2,101.25,168.9,128.15,202.25,428.95
fosecoind.csv,220.0,709.45,1107.9,1542.55,1195.75,3051.6
freshara_sme.csv,,,,,,
fretail.csv,,,,549.3,44.75,2.15
frog_sme.csv,,,,,,171.0
fsc.csv,,,,667.1,66.35,6.65
fsl.csv,16.9,10.5,31.25,54.55,118.1,200.15
fusion.csv,,,,,,482.2
gabriel.csv,4.1,21.7,90.9,153.5,103.1,359.85
gael.csv,3.7,5.6,9.5,60.2,67.6,165.5
gail.csv,46.75,70.75,72.15,108.25,93.45,182.35
gajanand_sme.csv,,,,,,
galaprec.csv,,,,,,
galaxysurf.csv,,,,1492.15,2546.35,2350.6
gallantt.csv,11.0,18.85,23.8,40.1,46.55,197.5
gandhar.csv,,,,,,220.9
gandhitube.csv,34.75,134.6,255.95,360.15,274.55,751.65
ganecos.csv,,,152.25,352.55,590.8,1011.35
ganeshbe.csv,,,,,,190.35
ganeshhouc.csv,27.0,77.15,82.3,126.95,58.4,774.45
ganeshin_sme.csv,,,,,,
gangaforge.csv,,,,,4.15,9.1
gangessecu.csv,,,,72.65,60.25,121.9
gangotri.csv,3.45,3.4,,,,1.2
garfibres.csv,7.1,9.85,37.4,187.75,523.25,659.3
garuda.csv,,,,,,
gatech.csv,,,,8.15,,1.2
gatechdvr.csv,,,,,1.75,3.15
gateway.csv,,,,,,105.25
gayahws.csv,,,,,0.6,1.1
gayaproj.csv,,25.0,30.4,203.4,31.1,7.9
geecee.csv,,45.0,46.2,135.85,102.65,272.5
geekaywire.csv,,,,7.0,15.9,97.9
gencon.csv,,,,,45.25,39.65
genesys.csv,28.4,130.6,59.9,262.8,98.95,610.35
gensol.csv,,,,,,909.6
genuspaper.csv,,,2.0,12.75,7.25,19.3
genuspower.csv,8.85,11.4,24.85,51.4,50.65,241.8
geojitfsl.csv,,19.5,52.05,92.65,51.8,70.05
gepil.csv,282.2,361.45,734.8,959.7,286.05,286.6
geship.csv,189.25,251.15,362.0,328.7,315.1,997.35
gfllimited.csv,70.05,526.95,711.45,813.05,75.95,73.8
gfsteels.csv,,,,,2.0,8.65
ggbl_sme.csv,,,,,,
ghcl.csv,29.1,33.9,65.8,270.05,229.6,461.25
ghcltextil.csv,,,,,,79.25
gichsgfin.csv,36.3,89.9,228.3,376.05,122.1,212.55
gicl_sme.csv,,,,,,50.1
gicre.csv,,,,369.8,208.2,344.5
gillanders.csv,,69.4,58.85,64.4,41.15,74.7
gillette.csv,666.0,2540.55,4901.5,6595.25,5689.75,6662.3
gilt5ybees.csv,,,,,,55.19
ginnifila.csv,4.45,5.7,13.05,29.65,20.4,31.8
gipcl.csv,46.65,68.55,84.75,101.3,76.2,175.85
giriraj_sme.csv,,,,20.0,17.9,513.8
gkwlimited.csv,,402.05,561.0,587.65,514.45,1492.85
gland.csv,,,,,2467.9,1813.75
glaxo.csv,543.3,1138.8,1676.6,1051.9,1432.15,1986.3
glenmark.csv,155.6,305.15,788.3,547.45,483.25,982.45
glfl.csv,2.8,2.3,,,2.5,8.5
global.csv,,,,35.0,7.5,95.4
globale.csv,,,,,,
globalpet_sme.csv,,,,,,103.05
globalvect.csv,25.25,14.2,42.7,120.85,39.75,125.0
globe.csv,,,,,3.35,3.65
globusspr.csv,,102.6,45.6,116.95,331.05,750.35
glosterltd.csv,,,,,,
gmbrew.csv,23.75,31.8,59.6,699.0,348.7,572.15
gmdcltd.csv,40.55,189.05,114.8,130.85,58.95,375.05
gmmpfaudlr.csv,,,,239.2,1479.3,1294.75
gmrairport.csv,97.65,31.2,16.85,17.45,25.0,83.55
gmrp&ui.csv,,,,,,44.95
gna.csv,,,,226.0,183.55,400.25
gnfc.csv,61.35,83.0,73.6,388.15,311.95,644.8
goacarbon.csv,56.65,76.5,73.25,1010.35,299.95,776.55
goclcorp.csv,,,159.9,507.1,223.65,472.05
gocolors.csv,,,,,,1202.25
godavarib.csv,,,,,,
godfryphlp.csv,145.3,633.55,442.35,838.9,928.0,3098.85
godha.csv,,,,,2.3,0.7
godigit.csv,,,,,,
godrejagro.csv,,,,639.35,518.0,501.9
godrejcp.csv,42.6,166.75,359.65,743.55,726.3,1228.35
godrejind.csv,59.4,273.75,359.2,549.8,539.5,790.35
godrejprop.csv,,301.2,258.65,727.65,1391.35,2389.7
goenka.csv,,8.25,1.35,0.55,1.9,0.85
gokex.csv,75.3,83.1,43.95,88.7,79.15,754.1
gokul.csv,41.5,77.75,14.95,13.0,18.7,36.25
gokulagro.csv,,,,19.35,20.3,112.95
gold1.csv,1490.16,2688.5,2409.15,269.0,393.3,58.46
gold360.csv,,,,,,
goldbees.csv,1490.41,2694.15,2413.6,2745.25,39.1,58.32
goldcase.csv,,,,,,11.03
goldentobc.csv,42.4,36.55,38.85,57.85,41.4,39.4
goldetf.csv,,,,,,68.26
goldetfadd.csv,,,,,,68.48
goldiam.csv,2.45,4.7,4.5,12.95,68.1,187.35
goldietf.csv,,2753.6,2494.0,279.0,39.98,60.08
goldkart_sme.csv,,,,,,
goldshare.csv,1484.96,2672.45,2402.8,2743.45,40.05,58.45
goldstar_sme.csv,,,,,,14.2
goldtech.csv,14.0,6.9,5.5,13.0,9.05,129.25
goodluck.csv,,,80.4,82.8,72.15,951.75
gopal.csv,,,,,,360.4
goyalalum.csv,,,,,,8.9
goyalsalt_sme.csv,,,,,,169.95
gpeco_sme.csv,,,,,,
gpil.csv,2.75,5.6,5.1,22.65,37.95,149.15
gppl.csv,,59.1,255.6,145.8,99.95,223.95
gpthealth.csv,,,,,,176.7
gptinfra.csv,,,,45.65,9.55,84.0
granules.csv,3.8,7.95,92.85,106.15,311.9,437.95
graphisad_sme.csv,,,,,,41.85
graphite.csv,25.45,85.4,83.4,762.4,557.4,635.25
grasim.csv,309.65,523.9,738.8,1089.25,1454.5,2292.55
gravita.csv,,137.2,37.5,159.15,96.15,1000.95
grcl_sme.csv,,,,,,250.0
greavescot.csv,12.75,86.05,144.4,120.5,134.25,130.15
greenchef_sme.csv,,,,,,82.8
greenlam.csv,,,86.35,245.8,186.1,523.3
greenpanel.csv,,,,,168.15,321.4
greenply.csv,9.2,42.7,187.3,313.85,180.0,243.6
greenpower.csv,,13.1,15.3,9.25,2.1,19.6
gretex_sme.csv,,,,,,
grindwell.csv,39.5,136.55,354.7,514.15,934.4,1948.8
grinfra.csv,,,,,,1383.6
grmover.csv,,,,,,130.45
grobtea.csv,,,,1364.2,801.4,885.3
growwdefnc.csv,,,,,,
growwev.csv,,,,,,
growwgold.csv,,,,,,
growwliqid.csv,,,,,,
growwn200.csv,,,,,,
growwrail.csv,,,,,,
grpltd.csv,,,272.3,302.5,228.3,1631.15
grse.csv,,,,,190.55,807.4
grwrhitech.csv,,,,,,1818.5
gsec10absl.csv,,,,,,
gsec10ietf.csv,,,,,,228.25
gsec10year.csv,,,,,,27.23
gsec5ietf.csv,,,,,,55.49
gsfc.csv,18.3,87.75,85.85,118.9,87.15,213.5
gslsu.csv,,,,,,242.25
gsmfoils_sme.csv,,,,,,
gspl.csv,39.2,78.45,125.9,188.05,276.3,367.0
gss.csv,120.8,54.9,19.0,54.85,53.55,132.4
gstl_sme.csv,,,,,,41.55
gtecjainx.csv,,,,,24.2,76.0
gtl.csv,239.45,43.25,14.7,11.45,5.5,9.8
gtlinfra.csv,30.75,10.3,2.3,2.65,0.8,1.65
gtpl.csv,,,,146.8,124.55,174.7
guficbio.csv,3.6,5.05,15.3,113.35,115.9,291.25
gujalkali.csv,60.5,126.0,169.15,712.3,353.25,705.4
gujapollo.csv,61.3,132.8,128.9,211.45,208.6,227.25
gujgasltd.csv,,,,167.5,547.8,547.7
gujraffia.csv,,,,,44.05,41.95
gujthem.csv,,,,,,
gulfoillub.csv,,,506.75,881.25,742.2,959.95
gulfpetro.csv,6.9,15.2,40.6,76.0,38.3,63.1
gulpoly.csv,,,53.25,58.35,78.9,174.05
gvkpil.csv,,,,,,10.2
gvptech.csv,,,,,,10.85
gvt&d.csv,205.35,188.1,588.4,406.35,121.6,875.9
hal.csv,,,,574.6,517.8,3403.35
happstmnds.csv,,,,,594.55,796.5
happyforge.csv,,,,,,921.6
hardwyn.csv,,,,,,24.95
hariompipe.csv,,,,,,499.65
harrmalaya.csv,39.9,70.9,44.95,76.8,141.95,172.6
harsha.csv,,,,,,407.4
hathway.csv,,35.45,49.25,36.25,25.35,21.5
hatsun.csv,,,170.6,522.5,742.0,1040.95
havells.csv,14.75,119.1,304.85,507.6,1058.45,1514.45
havisha.csv,,,,,0.7,2.2
hblengine.csv,108.7,15.65,52.75,47.2,34.45,458.65
hbsl.csv,,,,,17.0,86.45
hcc.csv,20.1,26.2,33.05,23.15,8.45,34.3
hcg.csv,,,,303.2,187.05,336.9
hcl-insys.csv,76.6,45.15,53.15,53.0,9.25,17.7
hcltech.csv,25.2,125.3,470.4,489.75,1002.6,1556.7
hdfcamc.csv,,,,,2963.35,3785.1
hdfcbank.csv,100.0,264.2,516.6,965.6,1486.75,1470.5
hdfcbse500.csv,,,,,,32.81
hdfcgold.csv,,2759.5,2481.6,2803.4,40.08,59.99
hdfcgrowth.csv,,,,,,111.77
hdfclife.csv,,,,482.65,691.0,634.75
hdfcliquid.csv,,,,,,1000.0
hdfclowvol.csv,,,,,,18.4
hdfcmid150.csv,,,,,,18.15
hdfcmoment.csv,,,,,,31.25
hdfcnext50.csv,,,,,,62.16
hdfcnif100.csv,,,,,,23.4
hdfcnifban.csv,,,,,337.8,48.06
hdfcnifit.csv,,,,,,35.83
hdfcnifty.csv,,,,1051.63,158.01,246.3
hdfcpsubk.csv,,,,,,71.0
hdfcpvtban.csv,,,,,,23.97
hdfcqual.csv,,,,,,52.15
hdfcsensex.csv,,,,3370.0,530.47,81.52
hdfcsilver.csv,,,,,,73.83
hdfcsml250.csv,,,,,,147.66
hdfcvalue.csv,,,,,,125.66
hdil.csv,89.95,86.25,103.75,39.75,4.9,4.2
headsup.csv,,,,116.4,12.7,15.6
healthadd.csv,,,,,,121.86
healthietf.csv,,,,,,123.56
healthy.csv,,,,,,12.39
hecproject.csv,,,,,,71.3
heg.csv,19.8,46.7,44.05,647.0,316.2,392.0
heidelberg.csv,,39.3,73.85,144.95,239.05,201.45
hemiprop.csv,,,,,144.3,208.05
heranba.csv,,,,,632.15,308.3
hercules.csv,47.45,130.4,177.2,110.35,114.95,530.6
heritgfood.csv,14.05,36.35,163.9,710.65,312.9,338.75
heromotoco.csv,1039.75,2058.15,2655.85,3646.0,2956.1,4680.75
hesterbio.csv,,,485.55,1608.15,1903.4,1446.0
heubachind.csv,200.2,664.45,828.8,549.05,382.65,452.25
hexatradex.csv,,,25.0,37.8,77.85,152.05
hext.csv,,,,,,
hfcl.csv,,12.2,14.65,27.0,26.4,98.6
hginfra.csv,,,,303.6,295.55,991.35
hgs.csv,57.1,161.35,286.05,418.0,899.4,786.1
higreen_sme.csv,,,,,,172.0
hikal.csv,21.15,36.4,96.2,137.3,159.9,275.5
hil.csv,120.2,344.9,624.1,1743.7,3017.9,2698.65
hilton.csv,14.0,14.65,19.25,28.8,9.65,112.2
himatseide.csv,25.0,30.85,81.8,355.1,147.3,135.4
hindalco.csv,52.85,127.3,132.2,211.25,350.25,568.6
hindcompos.csv,,145.0,374.85,399.4,270.35,404.9
hindcon.csv,,,,5.4,4.9,50.7
hindcopper.csv,,271.3,64.95,64.9,125.55,309.85
hindmotors.csv,,10.25,6.75,7.25,6.8,17.25
hindnatgls.csv,,192.0,109.85,105.15,32.55,18.05
hindoilexp.csv,67.7,119.0,38.5,115.3,98.0,181.55
hindpetro.csv,39.05,43.95,96.8,229.65,158.4,312.55
hindunilvr.csv,236.45,405.65,883.5,1351.3,2399.1,2285.9
hindwareap.csv,,,,,272.1,400.6
hindzinc.csv,46.15,132.4,163.65,303.2,280.25,306.15
hirect.csv,37.15,40.85,70.0,131.55,125.25,608.6
hisarmetal.csv,,,,69.55,122.9,184.7
hitech.csv,,,,36.0,40.2,144.1
hitechcorp.csv,38.85,55.25,103.05,154.75,122.75,210.45
hitechgear.csv,18.4,144.75,301.8,400.15,173.25,805.9
hleglas.csv,,,,,480.2,433.8
hlvltd.csv,19.1,33.1,19.0,17.7,6.15,28.15
hmaagro.csv,,,,,,53.6
hmt.csv,36.55,42.05,43.05,28.4,31.85,45.4
hmvl.csv,,140.0,224.25,222.5,63.35,110.6
hndfds.csv,,,,,425.9,502.2
hngsngbees.csv,,1397.0,2000.0,3500.0,357.0,248.97
hoacfoods_sme.csv,,,,,,
holmarc_sme.csv,,,,,,85.95
homefirst.csv,,,,,462.35,919.75
homesfy_sme.csv,,,,,,468.0
honasa.csv,,,,,,407.35
honaut.csv,781.0,2838.25,8562.35,17189.65,46112.6,38549.8
hondapower.csv,132.0,375.6,1150.7,1377.45,980.55,2280.6
hovs.csv,27.0,44.5,152.35,242.9,56.85,62.25
hpal.csv,,,,,,100.5
hpil.csv,,,,,,140.0
hpl.csv,,,,128.85,49.15,332.3
hptl_sme.csv,,,,,,
hrhnext_sme.csv,,,,,,30.3
hscl.csv,9.15,38.45,17.55,151.4,44.0,315.7
htmedia.csv,60.05,138.55,122.65,86.85,22.85,27.7
hubtown.csv,,184.0,100.8,74.4,16.05,135.45
hudco.csv,,,,68.2,45.1,200.9
huhtamaki.csv,36.15,65.75,231.15,338.05,287.9,312.6
hvax_sme.csv,,,,,,
hybridfin.csv,,,,,,8.75
hyundai.csv,,,,,,
iblfl_sme.csv,,,,,,54.15
icdsltd.csv,,,,,,40.0
icemake.csv,,,,90.1,67.5,499.85
icicib22.csv,,,,35.12,36.55,102.36
icicibank.csv,63.5,161.9,293.75,261.85,594.4,1099.65
icicigi.csv,,,,783.95,1437.6,1697.85
icicipruli.csv,,,,384.7,444.35,616.1
icil.csv,,1.3,79.75,93.7,130.85,343.45
icra.csv,485.95,1146.9,4112.35,3624.3,3308.3,5431.85
idbi.csv,46.5,105.55,72.8,71.1,39.0,83.35
idea.csv,49.55,99.6,189.65,77.8,10.0,14.0
ideaforge.csv,,,,,,726.6
idealtecho_sme.csv,,,,,,
identical_sme.csv,,,,,,
idfc.csv,57.6,134.8,172.7,50.2,47.7,113.2
idfcfirstb.csv,,,,47.95,57.05,77.5
idfniftyet.csv,,,,102.65,156.1,240.77
iel.csv,,,,,,10.7
ieml_sme.csv,,,,,,
iex.csv,,,,52.95,115.7,140.3
ifbagro.csv,56.8,190.7,262.3,573.65,407.55,427.5
ifbind.csv,24.55,79.85,621.7,1161.95,1096.8,1559.25
ifci.csv,20.45,42.25,34.2,20.5,12.6,41.6
ifglexpor.csv,,,,252.8,325.2,581.25
igarashi.csv,11.55,39.55,355.25,717.65,285.3,430.9
igil.csv,,,,,,
igl.csv,10.85,37.9,41.2,139.7,263.2,220.2
igpl.csv,15.95,23.5,55.45,673.8,429.15,453.65
iifl.csv,62.35,67.9,178.45,703.95,293.95,345.45
iiflcaps.csv,,,,,50.45,128.65
iitl.csv,,242.2,74.8,98.7,62.95,201.5
ikio.csv,,,,,,292.7
iks.csv,,,,,,
il&fsengg.csv,,69.5,91.2,30.15,3.0,34.05
il&fstrans.csv,,202.85,196.95,61.4,2.2,4.2
imagicaa.csv,,,,48.85,6.5,81.95
imfa.csv,,164.2,83.3,231.2,241.1,646.65
impal.csv,53.35,218.95,444.85,720.85,689.2,993.6
impexferro.csv,5.05,7.3,2.1,1.0,,3.4
incredible.csv,,,,70.7,20.95,38.3
indbank.csv,8.0,6.6,10.7,19.95,12.85,44.35
indgn.csv,,,,,,
indhotel.csv,40.0,64.1,114.55,136.45,112.3,601.4
india vix.csv,,,13.67,15.35,19.99,12.08
indiacem.csv,106.55,109.3,89.05,152.7,169.8,220.4
indiaglyco.csv,47.9,134.45,87.05,470.0,438.65,806.1
indiamart.csv,,,,,3986.3,2711.3
indianb.csv,83.1,238.15,172.6,302.1,118.1,529.4
indiancard.csv,48.95,123.95,104.9,145.0,134.0,251.4
indianhume.csv,25.5,53.45,135.3,317.85,179.15,278.5
indiashltr.csv,,,,,,604.95
indifra_sme.csv,,,,,,
indigo.csv,,,,1328.7,1616.6,3548.95
indigopnts.csv,,,,,2384.25,1313.3
indnippon.csv,31.4,84.6,212.1,475.15,374.0,728.65
indoamin.csv,,,,,,118.2
indoborax.csv,,,,,,165.9
indoco.csv,18.9,54.05,383.7,216.1,288.25,339.3
indofarm.csv,,,,,,
indorama.csv,20.5,25.25,19.0,31.2,38.85,43.25
indostar.csv,,,,,317.15,199.85
indotech.csv,305.9,83.0,176.05,175.7,90.3,993.5
indothai.csv,,10.55,16.0,69.1,55.35,289.8
indous.csv,,,,,,
indowind.csv,19.55,6.15,4.5,7.65,3.9,20.65
indramedco.csv,28.5,35.8,61.15,49.4,56.0,179.9
indswftlab.csv,24.0,92.3,33.25,58.95,74.9,100.6
indswftltd.csv,13.6,26.75,5.55,7.1,,19.1
indterrain.csv,,13.85,123.95,182.85,31.75,73.75
indusindbk.csv,33.25,326.2,925.25,1804.6,993.3,1542.4
industower.csv,,,384.95,337.65,255.45,315.2
infibeam.csv,,,,38.0,23.8,36.05
infinium_sme.csv,,,,,,227.5
infobean.csv,,,,73.1,146.55,382.55
infollion_sme.csv,,,,,,207.1
infomedia.csv,56.95,8.9,2.95,2.95,3.15,6.9
infrabees.csv,,253.6,336.11,342.42,430.31,872.91
infraietf.csv,,,,,,85.92
infy.csv,171.7,356.25,543.5,568.6,1385.2,1495.45
ingerrand.csv,273.1,473.4,1000.55,674.2,697.9,3704.65
inm_sme.csv,,,,,,270.85
innomet_sme.csv,,,,,,
innovacap.csv,,,,,,450.35
innovana.csv,,,,,48.5,545.0
innovative_sme.csv,,,,42.35,,6.05
inoxgreen.csv,,,,,,124.45
inoxindia.csv,,,,,,1215.3
inoxwind.csv,,,,28.3,18.0,131.2
