Date,Strategy,BDP_Close
2012-04-03,0.0674412272017407,0.0085438188445934
2012-04-04,-0.04521398372134868,-0.0042408190855797
2012-04-09,-0.029577410759121937,-0.0152667176776447
2012-04-10,0.09392171316992946,0.0004828563702869
2012-04-11,-0.043433538567827244,-0.0039946361985319
2012-04-12,0.012521823635868484,0.0080287693842224
2012-04-13,-0.03918798097016719,-0.0105073524844031
2012-04-16,0.042489116616225786,0.0043169295987706
2012-04-17,2.0071364143764927e-05,0.01044379816694
2012-04-18,-0.019553868860005517,0.0026322030228354
2012-04-19,-0.01890372047952421,0.0039078224026938
2012-04-20,0.011520563427485801,-0.0081437514816797
2012-04-23,-0.0006719366644130447,-0.0169641816456939
2012-04-24,-0.0022284870141635912,0.0025709795987591
2012-04-25,-0.024715798317741358,-0.0043982299295205
2012-04-26,-0.0022970971529743048,-0.0031440866811616
2012-04-27,0.04410088366192429,-0.0010226753367814
2012-04-28,-0.004424117513767212,0.0041311270457458
2012-04-30,-0.00038344992657030026,0.0072568700424795
2012-05-02,-0.022227568690211523,-0.0015779628603973
2012-05-03,-0.01828810145614662,-0.0098371097826834
2012-05-04,-0.03523028856959675,-0.018900206126409
2012-05-07,0.00508939101333834,0.0058427056221419
2012-05-08,-0.009551859822674006,-0.0197216505099503
2012-05-09,-0.009461683541631988,-0.0074694781668011
2012-05-10,0.011544647611954936,-0.0014784011877538
2012-05-11,-0.013307899104688353,-0.0075746359165955
2012-05-14,0.016733654292267537,-0.006035808549168
2012-05-15,-0.007718216864655948,0.0070353042617401
2012-05-16,-0.010666171163875858,-0.014649360368874
2012-05-17,-0.004443445757302612,0.001375843408101
2012-05-18,0.010507285774628667,0.0029375277201055
2012-05-21,-0.010878920427229623,0.0035826443632636
2012-05-22,-0.0048008755355682204,-0.0086069264124556
2012-05-23,0.016379207139236625,-0.0053561794948184
2012-05-24,-0.0028685106340521015,0.0140858980731461
2012-05-25,0.09084074435013904,0.0015295231496041
2012-05-28,0.03211617305183914,0.0124215483255938
2012-05-29,0.019306440740469215,0.0002204415444133
2012-05-30,0.01671679810643501,-0.0098043382780067
2012-05-31,-0.0013427766468044153,-0.0015850531239219
2012-06-01,-0.007067607406940949,-0.0163725071814828
2012-06-04,0.0384318098870358,0.0002298768701778
2012-06-05,-0.015801495923796444,0.002604132948351
2012-06-06,0.017616655401889003,0.0242996869920077
2012-06-07,-0.006529424291519437,0.0096576026829475
2012-06-08,0.002393564157089006,0.0035135970430217
2012-06-11,0.006374238899808868,-0.0033115312526733
2012-06-12,-0.006569618744768394,0.0107244965479356
2012-06-13,-0.008520342897765985,0.0007673921636444
2012-06-14,0.004050073117385661,-0.0125836039775049
2012-06-15,0.03349996260793939,0.0136314842911362
2012-06-18,-0.004098253726995257,-0.013955323848913
2012-06-19,-0.01578543196345478,0.0069005409123596
2012-06-20,0.001193826537951799,0.0052680282079389
2012-06-21,-0.00115948228819901,0.0086846124976252
2012-06-22,-0.008526870400906454,-0.0026213844952456
2012-06-25,-0.008297429459561979,-0.004628648802999
2012-06-26,-0.017175121789496938,0.0025433283515561
2012-06-27,-0.012395635790889682,0.0039045433007389
2012-06-28,-0.047390862151100076,0.0008413148417745
2012-06-29,0.023151169276841587,0.0231940333701323
2012-07-02,0.012892154468216325,0.0026771538069005
2012-07-03,0.03565956803281383,0.0039550113725232
2012-07-04,0.06478262006807983,0.0036168435198591
2012-07-05,0.010885594763070338,0.0053738674218917
2012-07-06,-0.03152434155790932,-0.0030526838424331
2012-07-09,-0.032030113352958696,-0.0094077659142128
2012-07-10,0.007570860516169789,0.0124017430767005
2012-07-11,-0.02295760038841016,-0.005319603549546
2012-07-12,-0.00570791495506508,-0.0108072152791357
2012-07-13,0.0025392000193060014,-0.0021266494637698
2012-07-16,-0.0323246140484308,-0.0054270092766438
2012-07-17,-0.023579495230100736,-0.0028958126157231
2012-07-18,-0.02590561783596234,0.0039333375708652
2012-07-19,0.012008908627696793,0.0041953024069849
2012-07-20,0.03350853107387749,-0.0049223591295575
2012-07-23,-0.021940265279711303,-0.0159323542501111
2012-07-24,0.02482142683679599,0.0029142853638794
2012-07-25,-0.0220676632430871,-0.0046866043518468
2012-07-26,-0.0035181276242435768,-0.014013904865167
2012-07-27,-0.04479948383727489,0.0047755967938394
2012-07-30,0.021323855087037845,0.0187837167483102
2012-07-31,0.026835502963295173,0.0051324032215605
2012-08-01,-0.01191478192333532,0.0040994898345367
2012-08-02,0.007449530902406923,-0.0003362089500932
2012-08-03,0.004857180324223066,-0.002315041738619
2012-08-06,-0.006561477485584943,0.0099528358930947
2012-08-07,0.0057913721498766375,0.0081858513045871
2012-08-08,0.007221607198372844,-0.0008135718029077
2012-08-09,0.016622088234726395,-0.0024887634188922
2012-08-10,-0.0007122505590376467,-0.0009518135100916
2012-08-13,0.0018811633034274999,0.0061427350975309
2012-08-14,0.0019394135207103744,0.0048664035884538
2012-08-16,0.005440170233920121,-0.0025659364562057
2012-08-17,-0.006445909825151972,0.0002513398632415
2012-08-21,0.004075051443022638,0.008546364247759
